index,216,214,215,212,213,210,211,165,133,132,131,130,137,136,135,134,139,138,166,24,25,26,27,20,21,22,23,160,28,29,161,0,4,8,163,119,120,121,122,123,124,125,126,127,128,129,167,118,59,58,55,54,57,56,51,50,53,52,164,201,199,179,200,195,194,197,178,191,190,193,192,115,114,88,89,111,110,113,112,82,83,80,81,86,87,84,85,198,206,3,177,7,108,109,102,103,100,101,106,107,104,105,39,38,33,32,31,30,37,36,35,34,205,176,60,61,62,63,64,65,66,67,68,69,175,174,173,172,171,170,203,181,182,183,180,2,162,187,184,6,186,188,189,202,196,185,99,98,168,169,91,90,93,92,95,94,97,96,11,10,13,12,15,14,17,16,19,18,117,116,204,151,150,153,152,155,154,157,156,159,158,207,48,49,46,47,44,45,42,43,40,41,1,5,9,146,147,144,145,142,143,140,141,209,208,148,149,77,76,75,74,73,72,71,70,79,78
2015-11-02,;0.0;,;0.0;,;0.0;,;0.0;,;3316.0;,;0.0;,;0.0;,;0.0;,;1382.0;,;2057.0;,;634.0;,;2522.0;,;0.0;,;2602.0;,;574.0;,;2452.0;,;0.0;,;0.0;,;0.0;,;5091.0;,;2946.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6385.0;,;0.0;,;0.0;,;0.0;,;0.0;,;22433.0;,;0.0;,;0.0;,;0.0;,;1453.0;,;0.0;,;0.0;,;0.0;,;0.0;,;355.0;,;969.0;,;0.0;,;1750.0;,;0.0;,;1282.0;,;0.0;,;1631.0;,;0.0;,;0.0;,;984.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;554.0;,;0.0;,;0.0;,;0.0;,;3249.0;,;2170.0;,;15.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;492.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;325.0;,;0.0;,;5169.0;,;0.0;,;411.0;,;0.0;,;25.0;,;0.0;,;0.0;,;0.0;,;0.0;,;550.0;,;278.0;,;0.0;,;0.0;,;0.0;,;5236.0;,;4615.0;,;3563.0;,;0.0;,;0.0;,;124.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;157.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2491.0;,;0.0;,;0.0;,;0.0;,;583.0;,;3050.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10041.0;,;2970.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2153.0;,;0.0;,;2163.0;,;0.0;,;0.0;,;0.0;,;36.0;,;0.0;,;0.0;,;0.0;,;5532.0;,;0.0;,;0.0;,;0.0;,;0.0;,;731.0;,;3408.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1566.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;784.0;,;1126.0;,;0.0;,;5734.0;,;9464.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2925.0;,;0.0;,;2042.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4146.0;,;0.0;,;0.0;,;0.0;,;1558.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-03,;0.0;,;0.0;,;0.0;,;0.0;,;3568.0;,;0.0;,;0.0;,;0.0;,;1358.0;,;2033.0;,;624.0;,;2448.0;,;0.0;,;2715.0;,;565.0;,;2416.0;,;0.0;,;0.0;,;0.0;,;4964.0;,;2778.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6413.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23182.0;,;0.0;,;0.0;,;0.0;,;1360.0;,;0.0;,;0.0;,;0.0;,;0.0;,;350.0;,;1070.0;,;0.0;,;1805.0;,;4249.0;,;1355.0;,;0.0;,;1633.0;,;0.0;,;0.0;,;1128.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;606.0;,;0.0;,;0.0;,;0.0;,;3730.0;,;2207.0;,;14.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;839.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;295.0;,;0.0;,;5336.0;,;0.0;,;400.0;,;0.0;,;21.0;,;0.0;,;0.0;,;0.0;,;0.0;,;541.0;,;270.0;,;0.0;,;0.0;,;0.0;,;4914.0;,;4568.0;,;3511.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;142.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2659.0;,;0.0;,;0.0;,;0.0;,;569.0;,;3152.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10134.0;,;3140.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2203.0;,;0.0;,;2137.0;,;0.0;,;0.0;,;0.0;,;30.0;,;0.0;,;0.0;,;0.0;,;5640.0;,;0.0;,;0.0;,;0.0;,;0.0;,;722.0;,;3459.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1548.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;764.0;,;1098.0;,;0.0;,;5822.0;,;9414.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2922.0;,;0.0;,;1917.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4103.0;,;0.0;,;0.0;,;0.0;,;1537.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-04,;0.0;,;0.0;,;0.0;,;0.0;,;3535.0;,;0.0;,;0.0;,;0.0;,;1470.0;,;2006.0;,;663.0;,;2382.0;,;0.0;,;2760.0;,;554.0;,;2523.0;,;0.0;,;0.0;,;0.0;,;4803.0;,;2684.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6507.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23480.0;,;0.0;,;0.0;,;0.0;,;1208.0;,;0.0;,;0.0;,;0.0;,;0.0;,;343.0;,;1061.0;,;0.0;,;1790.0;,;6158.0;,;1404.0;,;0.0;,;1699.0;,;0.0;,;0.0;,;980.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;599.0;,;0.0;,;0.0;,;0.0;,;3698.0;,;2172.0;,;14.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;872.0;,;0.0;,;0.0;,;60.0;,;0.0;,;0.0;,;0.0;,;249.0;,;0.0;,;5427.0;,;0.0;,;388.0;,;0.0;,;14.0;,;0.0;,;0.0;,;0.0;,;0.0;,;530.0;,;260.0;,;0.0;,;0.0;,;0.0;,;5216.0;,;4730.0;,;3449.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;120.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2778.0;,;0.0;,;0.0;,;0.0;,;550.0;,;3192.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10186.0;,;3113.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2184.0;,;0.0;,;2106.0;,;0.0;,;0.0;,;0.0;,;20.0;,;0.0;,;0.0;,;0.0;,;5588.0;,;0.0;,;0.0;,;0.0;,;0.0;,;713.0;,;3482.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1527.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;739.0;,;1063.0;,;0.0;,;5750.0;,;9694.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2894.0;,;0.0;,;1741.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4431.0;,;0.0;,;0.0;,;0.0;,;1615.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-05,;0.0;,;0.0;,;0.0;,;0.0;,;3497.0;,;0.0;,;0.0;,;0.0;,;1495.0;,;1973.0;,;655.0;,;2297.0;,;0.0;,;2780.0;,;540.0;,;2649.0;,;0.0;,;0.0;,;0.0;,;4596.0;,;3096.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6461.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23727.0;,;0.0;,;0.0;,;0.0;,;895.0;,;0.0;,;0.0;,;0.0;,;0.0;,;335.0;,;1051.0;,;0.0;,;1772.0;,;6121.0;,;1427.0;,;0.0;,;1699.0;,;0.0;,;0.0;,;949.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;592.0;,;0.0;,;0.0;,;0.0;,;3662.0;,;2129.0;,;14.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1148.0;,;0.0;,;0.0;,;59.0;,;0.0;,;0.0;,;0.0;,;170.0;,;0.0;,;5378.0;,;0.0;,;371.0;,;0.0;,;512.0;,;0.0;,;0.0;,;0.0;,;0.0;,;517.0;,;244.0;,;0.0;,;0.0;,;0.0;,;4678.0;,;4848.0;,;3370.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2312.0;,;0.0;,;0.0;,;82.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2799.0;,;0.0;,;0.0;,;0.0;,;527.0;,;3391.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10393.0;,;3380.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2162.0;,;0.0;,;2070.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5613.0;,;0.0;,;0.0;,;0.0;,;0.0;,;704.0;,;3522.0;,;0.0;,;2145.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1502.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;707.0;,;1017.0;,;0.0;,;5677.0;,;9834.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2862.0;,;0.0;,;1470.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4474.0;,;0.0;,;0.0;,;0.0;,;1601.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-06,;0.0;,;0.0;,;0.0;,;0.0;,;3453.0;,;0.0;,;0.0;,;0.0;,;1517.0;,;1934.0;,;644.0;,;2185.0;,;0.0;,;2920.0;,;523.0;,;2662.0;,;0.0;,;0.0;,;0.0;,;4316.0;,;3059.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6392.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23901.0;,;0.0;,;0.0;,;0.0;,;872.0;,;0.0;,;0.0;,;0.0;,;0.0;,;324.0;,;1039.0;,;0.0;,;1845.0;,;6265.0;,;1469.0;,;0.0;,;1708.0;,;0.0;,;0.0;,;908.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;630.0;,;0.0;,;0.0;,;0.0;,;3620.0;,;2075.0;,;13.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1303.0;,;0.0;,;0.0;,;58.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5321.0;,;0.0;,;348.0;,;0.0;,;508.0;,;0.0;,;0.0;,;0.0;,;0.0;,;500.0;,;233.0;,;0.0;,;0.0;,;0.0;,;3554.0;,;4877.0;,;3526.0;,;0.0;,;0.0;,;187.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2292.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2815.0;,;0.0;,;0.0;,;0.0;,;495.0;,;3374.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10529.0;,;3387.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2137.0;,;0.0;,;2026.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5634.0;,;0.0;,;0.0;,;0.0;,;0.0;,;692.0;,;3541.0;,;0.0;,;2175.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1615.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;664.0;,;955.0;,;0.0;,;5589.0;,;9989.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2825.0;,;0.0;,;1002.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4567.0;,;0.0;,;0.0;,;0.0;,;1586.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-07,;0.0;,;0.0;,;0.0;,;0.0;,;3400.0;,;0.0;,;0.0;,;0.0;,;1498.0;,;2220.0;,;626.0;,;2030.0;,;0.0;,;2965.0;,;500.0;,;2638.0;,;0.0;,;0.0;,;0.0;,;3919.0;,;3016.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6319.0;,;0.0;,;0.0;,;0.0;,;0.0;,;24105.0;,;0.0;,;0.0;,;0.0;,;1654.0;,;0.0;,;0.0;,;0.0;,;0.0;,;310.0;,;1024.0;,;0.0;,;1921.0;,;6212.0;,;1511.0;,;0.0;,;1732.0;,;0.0;,;0.0;,;895.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;625.0;,;0.0;,;0.0;,;0.0;,;3571.0;,;2004.0;,;12.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1387.0;,;0.0;,;0.0;,;57.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5254.0;,;0.0;,;316.0;,;0.0;,;503.0;,;0.0;,;0.0;,;0.0;,;0.0;,;478.0;,;219.0;,;0.0;,;0.0;,;0.0;,;3512.0;,;4935.0;,;3708.0;,;0.0;,;0.0;,;185.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2270.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2930.0;,;0.0;,;0.0;,;0.0;,;623.0;,;3341.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10534.0;,;3440.0;,;235.0;,;0.0;,;0.0;,;0.0;,;2260.0;,;0.0;,;1925.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5568.0;,;0.0;,;0.0;,;0.0;,;0.0;,;678.0;,;3508.0;,;0.0;,;2525.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1601.0;,;0.0;,;400.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;603.0;,;867.0;,;0.0;,;6243.0;,;9904.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2769.0;,;0.0;,;2470.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4667.0;,;0.0;,;0.0;,;0.0;,;1625.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-08,;0.0;,;0.0;,;0.0;,;0.0;,;3334.0;,;0.0;,;0.0;,;0.0;,;1474.0;,;2201.0;,;618.0;,;1800.0;,;0.0;,;2940.0;,;470.0;,;2611.0;,;0.0;,;0.0;,;0.0;,;3309.0;,;2962.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6233.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23898.0;,;0.0;,;0.0;,;0.0;,;1627.0;,;0.0;,;0.0;,;0.0;,;0.0;,;292.0;,;1008.0;,;0.0;,;1905.0;,;6151.0;,;1497.0;,;0.0;,;1729.0;,;0.0;,;0.0;,;881.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;619.0;,;0.0;,;0.0;,;0.0;,;3513.0;,;1907.0;,;12.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1374.0;,;0.0;,;0.0;,;57.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5174.0;,;0.0;,;267.0;,;0.0;,;497.0;,;0.0;,;0.0;,;0.0;,;0.0;,;449.0;,;199.0;,;0.0;,;0.0;,;0.0;,;3463.0;,;5222.0;,;3675.0;,;0.0;,;0.0;,;184.0;,;0.0;,;35.0;,;0.0;,;0.0;,;2244.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2904.0;,;0.0;,;0.0;,;0.0;,;610.0;,;3432.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10441.0;,;3411.0;,;233.0;,;0.0;,;0.0;,;0.0;,;2240.0;,;0.0;,;1842.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5490.0;,;0.0;,;0.0;,;0.0;,;0.0;,;662.0;,;3566.0;,;0.0;,;2504.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1586.0;,;0.0;,;397.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;509.0;,;732.0;,;0.0;,;6455.0;,;9805.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2714.0;,;0.0;,;2449.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5005.0;,;0.0;,;0.0;,;0.0;,;1635.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-09,;0.0;,;0.0;,;0.0;,;0.0;,;3249.0;,;0.0;,;0.0;,;0.0;,;1440.0;,;2180.0;,;608.0;,;1419.0;,;0.0;,;2911.0;,;426.0;,;2579.0;,;0.0;,;0.0;,;0.0;,;2256.0;,;2893.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6132.0;,;0.0;,;0.0;,;0.0;,;0.0;,;23661.0;,;0.0;,;0.0;,;0.0;,;1593.0;,;0.0;,;0.0;,;0.0;,;0.0;,;265.0;,;988.0;,;0.0;,;1885.0;,;6080.0;,;1610.0;,;0.0;,;1767.0;,;0.0;,;0.0;,;863.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;611.0;,;0.0;,;0.0;,;0.0;,;3443.0;,;1724.0;,;11.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1360.0;,;0.0;,;0.0;,;55.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5079.0;,;0.0;,;182.0;,;0.0;,;490.0;,;0.0;,;0.0;,;0.0;,;0.0;,;408.0;,;168.0;,;0.0;,;0.0;,;0.0;,;3403.0;,;5177.0;,;3637.0;,;0.0;,;0.0;,;182.0;,;0.0;,;35.0;,;0.0;,;0.0;,;2214.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2875.0;,;0.0;,;0.0;,;0.0;,;592.0;,;3400.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10597.0;,;3377.0;,;231.0;,;0.0;,;0.0;,;0.0;,;2216.0;,;0.0;,;1730.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5392.0;,;0.0;,;0.0;,;0.0;,;0.0;,;640.0;,;3569.0;,;0.0;,;2479.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1655.0;,;0.0;,;393.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;347.0;,;499.0;,;0.0;,;6414.0;,;9692.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2646.0;,;0.0;,;2425.0;,;0.0;,;0.0;,;0.0;,;0.0;,;4963.0;,;0.0;,;0.0;,;0.0;,;1621.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-10,;0.0;,;0.0;,;0.0;,;0.0;,;3126.0;,;0.0;,;0.0;,;0.0;,;1510.0;,;2270.0;,;682.0;,;651.0;,;0.0;,;3030.0;,;605.0;,;2763.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2800.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6645.0;,;0.0;,;0.0;,;0.0;,;0.0;,;24307.0;,;0.0;,;0.0;,;0.0;,;1547.0;,;0.0;,;0.0;,;0.0;,;0.0;,;556.0;,;963.0;,;0.0;,;1909.0;,;6281.0;,;1596.0;,;0.0;,;1750.0;,;0.0;,;0.0;,;842.0;,;265.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;603.0;,;0.0;,;0.0;,;0.0;,;3357.0;,;1515.0;,;9.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1343.0;,;0.0;,;0.0;,;54.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5512.0;,;0.0;,;0.0;,;0.0;,;482.0;,;0.0;,;0.0;,;0.0;,;0.0;,;344.0;,;115.0;,;0.0;,;0.0;,;0.0;,;8000.0;,;5249.0;,;3677.0;,;0.0;,;0.0;,;179.0;,;0.0;,;34.0;,;0.0;,;0.0;,;2178.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;3060.0;,;0.0;,;0.0;,;0.0;,;558.0;,;3610.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10601.0;,;3565.0;,;228.0;,;0.0;,;0.0;,;0.0;,;2329.0;,;0.0;,;1570.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5427.0;,;0.0;,;0.0;,;0.0;,;0.0;,;612.0;,;3587.0;,;0.0;,;2451.0;,;685.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1790.0;,;0.0;,;388.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6360.0;,;10342.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2561.0;,;0.0;,;2397.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5053.0;,;0.0;,;0.0;,;0.0;,;1605.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
2015-11-11,;0.0;,;0.0;,;0.0;,;0.0;,;3025.0;,;0.0;,;0.0;,;0.0;,;1497.0;,;2375.0;,;676.0;,;2816.0;,;0.0;,;3004.0;,;610.0;,;2770.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2661.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6760.0;,;0.0;,;0.0;,;0.0;,;0.0;,;24101.0;,;0.0;,;0.0;,;0.0;,;1482.0;,;0.0;,;0.0;,;0.0;,;0.0;,;545.0;,;932.0;,;0.0;,;1888.0;,;6210.0;,;1644.0;,;0.0;,;1791.0;,;0.0;,;0.0;,;814.0;,;263.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;593.0;,;0.0;,;0.0;,;0.0;,;3249.0;,;1212.0;,;6.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1470.0;,;0.0;,;0.0;,;52.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5598.0;,;0.0;,;0.0;,;0.0;,;1152.0;,;0.0;,;0.0;,;0.0;,;0.0;,;235.0;,;0.0;,;0.0;,;0.0;,;0.0;,;7917.0;,;5354.0;,;4305.0;,;0.0;,;0.0;,;273.0;,;0.0;,;34.0;,;0.0;,;0.0;,;2134.0;,;70.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;3214.0;,;0.0;,;0.0;,;0.0;,;551.0;,;3735.0;,;0.0;,;0.0;,;0.0;,;0.0;,;10635.0;,;3935.0;,;225.0;,;0.0;,;0.0;,;0.0;,;2344.0;,;0.0;,;1326.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5283.0;,;0.0;,;0.0;,;0.0;,;0.0;,;575.0;,;3641.0;,;0.0;,;2418.0;,;840.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;1775.0;,;0.0;,;383.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;6282.0;,;10254.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;,;2450.0;,;0.0;,;3102.0;,;0.0;,;0.0;,;0.0;,;0.0;,;5315.0;,;0.0;,;0.0;,;0.0;,;1655.0;,;0.0;,;0.0;,;0.0;,;0.0;,;0.0;
